record_id,case_date,department,business_area,process_type,source_system,transaction_amount,budget_amount,variance_amount,approval_status,invoice_status,sla_status,risk_level,exception_type,priority_level,owner_name,recommended_action,case_status,days_pending,pending_approval_flag,overdue_invoice_flag,payroll_exception_flag,sla_breach_flag,high_priority_flag,exposure_amount
OPS000437,2026-03-20,Procurement Operations,Procurement,Vendor Onboarding,ERP Procurement,46198.52,41304.86,4893.66,Pending,Not Applicable,Within SLA,High,PO approval delay,P1 - Immediate,Noura Ahmed,Escalate PO approval,In Progress,10,1,0,0,0,1,46198.52
OPS000438,2026-02-14,WPS Compliance,Payroll,Salary Adjustment,Payroll Engine,17900.38,16528.91,1371.47,Rejected,Current,Within SLA,Low,Payroll variance,P2 - Same Week,Aisha Khan,Validate payroll variance,In Progress,13,0,0,0,0,0,17900.38
OPS000439,2026-03-30,Procurement Operations,Procurement,Vendor Onboarding,Vendor Portal,117117.22,119087.3,-1970.08,Approved,Not Applicable,Breached,Medium,Price variance,P1 - Immediate,Sara Rahman,Review procurement variance,Closed,29,0,0,0,1,1,0
OPS000440,2026-05-20,Employee Relations,HR,Contract Renewal,Service Desk,7741.14,8967.27,-1226.13,Rejected,Overdue,Breached,Medium,Approval pending,P1 - Immediate,Omar Ali,Send approval reminder,Open,28,0,1,0,1,1,7741.14
OPS000441,2026-01-11,IT Service Desk,IT Operations,Asset Provisioning,Endpoint Manager,8048.01,7731.34,316.67,Pending,Current,Breached,High,SLA breach,P1 - Immediate,Noura Ahmed,Escalate service owner,Open,12,1,0,0,1,1,8048.01
OPS000442,2026-01-22,WPS Compliance,Payroll,WPS File Submission,Payroll Engine,81609.9,89376.54,-7766.64,Approved,Current,Within SLA,Low,Bank file rejection,P1 - Immediate,Bilal Hussain,Resubmit bank file,Closed,3,0,0,0,0,1,0
OPS000443,2026-04-20,General Ledger,Finance,Payment Approval,ERP Finance,35946.42,33274.79,2671.63,Pending,Overdue,Within SLA,High,Overdue invoice,P1 - Immediate,Priya Nair,Prioritize vendor payment,In Progress,28,1,1,0,0,1,35946.42
OPS000444,2026-04-19,WPS Compliance,Payroll,WPS File Submission,D365 F&O,52834.86,49069.21,3765.65,Approved,Paid,Within SLA,Low,Bank file rejection,P1 - Immediate,Grace Thomas,Resubmit bank file,Open,24,0,0,0,0,1,52834.86
OPS000445,2026-03-11,Vendor Management,Procurement,Purchase Order,D365 F&O,85954.02,96923.63,-10969.61,Pending,Not Applicable,Within SLA,Medium,PO approval delay,P1 - Immediate,Noura Ahmed,Escalate PO approval,Closed,2,1,0,0,0,1,0
OPS000446,2026-03-19,Infrastructure,IT Operations,Asset Provisioning,Endpoint Manager,6000.75,6699.76,-699.01,Approved,Not Applicable,At Risk,Medium,Access approval pending,P2 - Same Week,Noura Ahmed,Approve or reject access request,In Progress,7,0,0,0,0,0,6000.75
OPS000447,2026-05-06,Treasury,Finance,Month-End Closing,D365 F&O,16524.17,14683.52,1840.65,Pending,Overdue,At Risk,High,Overdue invoice,P1 - Immediate,Priya Nair,Prioritize vendor payment,In Progress,27,1,1,0,0,1,16524.17
OPS000448,2026-01-31,Internal Control,Compliance,Audit Evidence,Compliance Register,929.85,840.41,89.44,Approved,Not Applicable,Within SLA,Medium,Policy attestation overdue,P1 - Immediate,Noura Ahmed,Send compliance reminder,Open,22,0,0,0,0,1,929.85
OPS000449,2026-06-12,General Ledger,Finance,Invoice Processing,ERP Finance,64729.45,78850.73,-14121.28,Approved,Overdue,Within SLA,Low,Budget overrun,P2 - Same Week,Bilal Hussain,Review budget exception,In Progress,10,0,1,0,0,0,64729.45
OPS000450,2026-06-25,Infrastructure,IT Operations,Incident Resolution,Endpoint Manager,17364.49,14557.23,2807.26,Approved,Overdue,Within SLA,Low,Device delivery delay,P1 - Immediate,Grace Thomas,Expedite asset provisioning,Closed,23,0,1,0,0,1,0
OPS000451,2026-02-11,Accounts Payable,Finance,Invoice Processing,D365 F&O,28480.84,24043.76,4437.08,Pending,Current,At Risk,Medium,Payment approval delay,P1 - Immediate,Omar Ali,Escalate finance approval,In Progress,34,1,0,0,0,1,28480.84
OPS000452,2026-01-20,Accounts Payable,Finance,Invoice Processing,D365 F&O,43414.66,47561.86,-4147.2,Approved,Current,Breached,Medium,Budget overrun,P1 - Immediate,Noura Ahmed,Review budget exception,Open,21,0,0,0,1,1,43414.66
OPS000453,2026-01-31,People Operations,HR,Employee Onboarding,Service Desk,17357.16,16020.16,1337.0,Approved,Paid,Within SLA,Medium,Missing employee document,P2 - Same Week,Priya Nair,Collect missing document,Open,7,0,0,0,0,0,17357.16
OPS000454,2026-01-11,IT Service Desk,IT Operations,Access Request,ITSM,13080.24,10774.27,2305.97,Approved,Not Applicable,Within SLA,Medium,Device delivery delay,P2 - Same Week,Mohamed Rafi,Expedite asset provisioning,Closed,6,0,0,0,0,0,0
OPS000455,2026-02-21,Procurement Operations,Procurement,Contract Approval,Vendor Portal,13166.57,15443.47,-2276.9,Pending,Paid,Within SLA,Low,Vendor document expired,P1 - Immediate,Mohamed Rafi,Request vendor document refresh,Closed,32,1,0,0,0,1,0
OPS000456,2026-01-18,Accounts Payable,Finance,Month-End Closing,D365 F&O,27997.27,23679.36,4317.91,Pending,Paid,Within SLA,High,Payment approval delay,P1 - Immediate,Priya Nair,Escalate finance approval,Closed,6,1,0,0,0,1,0
OPS000457,2026-05-31,Accounts Payable,Finance,Payment Approval,Bank Portal,23749.7,22025.74,1723.96,Pending,Overdue,Within SLA,Medium,Overdue invoice,P1 - Immediate,Sara Rahman,Prioritize vendor payment,Open,20,1,1,0,0,1,23749.7
OPS000458,2026-04-03,Treasury,Finance,Payment Approval,Bank Portal,7271.51,6646.58,624.93,Pending,Not Applicable,Within SLA,Low,Payment approval delay,P1 - Immediate,Grace Thomas,Escalate finance approval,Open,28,1,0,0,0,1,7271.51
OPS000459,2026-04-20,Payroll Operations,Payroll,Monthly Payroll,WPS Bank Portal,34395.31,31043.73,3351.58,Approved,Overdue,Within SLA,Medium,Bank file rejection,P2 - Same Week,Grace Thomas,Resubmit bank file,Open,5,0,1,1,0,0,34395.31
OPS000460,2026-06-01,Accounts Payable,Finance,Month-End Closing,D365 F&O,45235.92,38429.87,6806.05,Pending,Overdue,Within SLA,High,Overdue invoice,P1 - Immediate,Noura Ahmed,Prioritize vendor payment,Open,27,1,1,0,0,1,45235.92
OPS000461,2026-06-14,Infrastructure,IT Operations,Incident Resolution,Azure AD,15277.55,14693.6,583.95,Approved,Not Applicable,At Risk,Low,Device delivery delay,P2 - Same Week,Mohamed Rafi,Expedite asset provisioning,In Progress,16,0,0,0,0,0,15277.55
OPS000462,2026-02-04,Procurement Operations,Procurement,Purchase Order,D365 F&O,100061.72,99968.41,93.31,Approved,Not Applicable,Within SLA,Low,Vendor document expired,P1 - Immediate,Omar Ali,Request vendor document refresh,In Progress,19,0,0,0,0,1,100061.72
OPS000463,2026-06-19,Access Management,IT Operations,Incident Resolution,Azure AD,7692.29,7685.83,6.46,Approved,Current,Breached,High,SLA breach,P1 - Immediate,Grace Thomas,Escalate service owner,Open,1,0,0,0,1,1,7692.29
OPS000464,2026-01-31,Internal Control,Compliance,Control Review,SharePoint,11342.63,9237.35,2105.28,Approved,Overdue,At Risk,High,Evidence missing,P1 - Immediate,Sara Rahman,Upload audit evidence,In Progress,10,0,1,0,0,1,11342.63
OPS000465,2026-04-10,General Ledger,Finance,Invoice Processing,Bank Portal,60140.06,61757.34,-1617.28,Pending,Current,Within SLA,Low,Payment approval delay,P2 - Same Week,Priya Nair,Escalate finance approval,In Progress,3,1,0,0,0,0,60140.06
OPS000466,2026-04-07,Purchase Control,Procurement,Contract Approval,Vendor Portal,40156.73,30682.69,9474.04,Pending,Overdue,Within SLA,Medium,PO approval delay,P2 - Same Week,Bilal Hussain,Escalate PO approval,Closed,1,1,1,0,0,0,0
OPS000467,2026-04-20,General Ledger,Finance,Payment Approval,ERP Finance,9132.79,7964.84,1167.95,Approved,Not Applicable,Within SLA,Medium,Budget overrun,P2 - Same Week,Sara Rahman,Review budget exception,Open,19,0,0,0,0,0,9132.79
OPS000468,2026-03-25,People Operations,HR,Contract Renewal,Service Desk,14417.21,16732.09,-2314.88,Approved,Overdue,Within SLA,High,Delayed onboarding,P1 - Immediate,Bilal Hussain,Escalate onboarding owner,In Progress,24,0,1,0,0,1,14417.21
OPS000469,2026-05-06,Procurement Operations,Procurement,Contract Approval,D365 F&O,41976.18,42034.29,-58.11,Pending,Not Applicable,Within SLA,Low,Vendor document expired,P1 - Immediate,Omar Ali,Request vendor document refresh,Open,27,1,0,0,0,1,41976.18
OPS000470,2026-05-18,IT Service Desk,IT Operations,Incident Resolution,Azure AD,7784.35,8013.27,-228.92,Pending,Current,Breached,High,SLA breach,P1 - Immediate,Priya Nair,Escalate service owner,Open,6,1,0,0,1,1,7784.35
OPS000471,2026-03-30,Accounts Payable,Finance,Month-End Closing,ERP Finance,96984.89,93731.56,3253.33,Pending,Not Applicable,Within SLA,Medium,Payment approval delay,P1 - Immediate,Sara Rahman,Escalate finance approval,In Progress,29,1,0,0,0,1,96984.89
OPS000472,2026-06-10,Audit Support,Compliance,Audit Evidence,GRC Tool,12730.49,13549.35,-818.86,Pending,Paid,Within SLA,Medium,Policy attestation overdue,P1 - Immediate,Aisha Khan,Send compliance reminder,Closed,27,1,0,0,0,1,0
OPS000473,2026-04-04,General Ledger,Finance,Invoice Processing,D365 F&O,90205.94,102182.14,-11976.2,Pending,Overdue,Breached,High,Overdue invoice,P1 - Immediate,Noura Ahmed,Prioritize vendor payment,Open,13,1,1,0,1,1,90205.94
OPS000474,2026-03-07,Purchase Control,Procurement,Contract Approval,ERP Procurement,30521.8,25179.91,5341.89,Pending,Overdue,Within SLA,Low,PO approval delay,P1 - Immediate,Aisha Khan,Escalate PO approval,In Progress,27,1,1,0,0,1,30521.8
OPS000475,2026-03-11,Payroll Operations,Payroll,Monthly Payroll,WPS Bank Portal,57693.66,53954.94,3738.72,Pending,Paid,Within SLA,Medium,WPS validation error,P2 - Same Week,Omar Ali,Correct WPS file,Open,5,1,0,1,0,0,57693.66
OPS000476,2026-04-15,Internal Control,Compliance,Audit Evidence,Compliance Register,10223.93,11613.61,-1389.68,Pending,Not Applicable,Within SLA,Medium,Control gap,P2 - Same Week,Noura Ahmed,Create remediation plan,Closed,7,1,0,0,0,0,0
OPS000477,2026-01-24,Accounts Payable,Finance,Month-End Closing,D365 F&O,41191.09,42927.83,-1736.74,Approved,Overdue,Within SLA,Low,Budget overrun,P2 - Same Week,Mohamed Rafi,Review budget exception,Open,9,0,1,0,0,0,41191.09
OPS000478,2026-04-23,Internal Control,Compliance,Control Review,Compliance Register,12513.79,11886.62,627.17,Pending,Not Applicable,Within SLA,High,Control gap,P1 - Immediate,Bilal Hussain,Create remediation plan,Closed,17,1,0,0,0,1,0
OPS000479,2026-04-05,General Ledger,Finance,Invoice Processing,Bank Portal,6590.11,7379.11,-789.0,Pending,Not Applicable,Breached,Medium,Payment approval delay,P2 - Same Week,Noura Ahmed,Escalate finance approval,In Progress,16,1,0,0,1,0,6590.11
OPS000480,2026-06-29,Vendor Management,Procurement,Contract Approval,ERP Procurement,104366.97,123030.24,-18663.27,Approved,Paid,Within SLA,High,Price variance,P1 - Immediate,Mohamed Rafi,Review procurement variance,Open,16,0,0,0,0,1,104366.97
OPS000481,2026-02-11,Compensation,Payroll,Salary Adjustment,WPS Bank Portal,37503.11,34006.93,3496.18,Pending,Overdue,Breached,Low,Bank file rejection,P1 - Immediate,Bilal Hussain,Resubmit bank file,Closed,26,1,1,0,1,1,0
OPS000482,2026-01-26,Procurement Operations,Procurement,Contract Approval,Vendor Portal,10298.15,9890.71,407.44,Pending,Current,Within SLA,Medium,Price variance,P2 - Same Week,Sara Rahman,Review procurement variance,In Progress,3,1,0,0,0,0,10298.15
OPS000483,2026-06-14,Procurement Operations,Procurement,Purchase Order,Vendor Portal,76324.81,69215.99,7108.82,Approved,Not Applicable,Within SLA,High,Vendor document expired,P1 - Immediate,Grace Thomas,Request vendor document refresh,Closed,8,0,0,0,0,1,0
OPS000484,2026-03-23,Infrastructure,IT Operations,Incident Resolution,Endpoint Manager,6886.66,7403.07,-516.41,Pending,Overdue,Breached,Medium,SLA breach,P2 - Same Week,Mohamed Rafi,Escalate service owner,In Progress,11,1,1,0,1,0,6886.66
OPS000485,2026-01-06,Employee Relations,HR,Leave Approval,Service Desk,6103.33,5099.89,1003.44,Approved,Not Applicable,Breached,Low,Approval pending,P1 - Immediate,Sara Rahman,Send approval reminder,In Progress,27,0,0,0,1,1,6103.33
OPS000486,2026-04-05,People Operations,HR,Leave Approval,HRMS,18105.29,17635.7,469.59,Pending,Current,At Risk,Low,Missing employee document,P2 - Same Week,Noura Ahmed,Collect missing document,Open,13,1,0,0,0,0,18105.29
OPS000487,2026-05-07,Compensation,Payroll,Monthly Payroll,WPS Bank Portal,53006.62,58256.47,-5249.85,Approved,Overdue,Within SLA,Low,Payroll variance,P2 - Same Week,Noura Ahmed,Validate payroll variance,Open,9,0,1,0,0,0,53006.62
OPS000488,2026-04-26,Payroll Operations,Payroll,WPS File Submission,Payroll Engine,56778.85,52074.59,4704.26,Approved,Paid,Breached,Low,Bank file rejection,P2 - Same Week,Grace Thomas,Resubmit bank file,In Progress,13,0,0,0,1,0,56778.85
OPS000489,2026-03-07,IT Service Desk,IT Operations,Access Request,Endpoint Manager,1776.76,2083.12,-306.36,Approved,Not Applicable,Breached,Medium,SLA breach,P2 - Same Week,Grace Thomas,Escalate service owner,In Progress,2,0,0,0,1,0,1776.76
OPS000490,2026-04-12,Treasury,Finance,Payment Approval,D365 F&O,7332.19,6156.74,1175.45,Pending,Current,Within SLA,Low,Payment approval delay,P3 - Standard,Grace Thomas,Escalate finance approval,Open,5,1,0,0,0,0,7332.19
OPS000491,2026-01-30,Compensation,Payroll,Monthly Payroll,D365 F&O,74734.36,79738.63,-5004.27,Pending,Paid,Within SLA,Medium,WPS validation error,P2 - Same Week,Sara Rahman,Correct WPS file,In Progress,16,1,0,1,0,0,74734.36
OPS000492,2026-05-06,Accounts Payable,Finance,Month-End Closing,Bank Portal,96290.87,74780.56,21510.31,Pending,Not Applicable,Within SLA,Low,Payment approval delay,P1 - Immediate,Priya Nair,Escalate finance approval,In Progress,29,1,0,0,0,1,96290.87
OPS000493,2026-04-02,Employee Relations,HR,Leave Approval,D365 HR,12578.22,14318.23,-1740.01,Pending,Not Applicable,Within SLA,Medium,Delayed onboarding,P2 - Same Week,Noura Ahmed,Escalate onboarding owner,Closed,11,1,0,0,0,0,0
OPS000494,2026-06-19,Purchase Control,Procurement,Purchase Order,D365 F&O,64306.81,66582.88,-2276.07,Approved,Not Applicable,At Risk,Medium,Vendor document expired,P1 - Immediate,Omar Ali,Request vendor document refresh,Open,21,0,0,0,0,1,64306.81
OPS000495,2026-06-01,Accounts Payable,Finance,Payment Approval,D365 F&O,12024.93,14013.25,-1988.32,Pending,Overdue,Breached,Medium,Overdue invoice,P2 - Same Week,Priya Nair,Prioritize vendor payment,Open,0,1,1,0,1,0,12024.93
OPS000496,2026-05-26,Accounts Payable,Finance,Invoice Processing,D365 F&O,35747.1,41076.04,-5328.94,Pending,Current,Within SLA,Low,Payment approval delay,P2 - Same Week,Grace Thomas,Escalate finance approval,Open,16,1,0,0,0,0,35747.1
OPS000497,2026-02-23,People Operations,HR,Contract Renewal,D365 HR,16355.62,19328.63,-2973.01,Approved,Not Applicable,At Risk,Medium,Delayed onboarding,P2 - Same Week,Sara Rahman,Escalate onboarding owner,Closed,19,0,0,0,0,0,0
OPS000498,2026-01-25,General Ledger,Finance,Month-End Closing,D365 F&O,54839.48,51770.92,3068.56,Approved,Current,Within SLA,Low,Budget overrun,P1 - Immediate,Grace Thomas,Review budget exception,In Progress,23,0,0,0,0,1,54839.48
OPS000499,2026-01-24,Procurement Operations,Procurement,Contract Approval,Vendor Portal,81981.7,88032.38,-6050.68,Pending,Paid,Within SLA,Medium,PO approval delay,P1 - Immediate,Grace Thomas,Escalate PO approval,Open,5,1,0,0,0,1,81981.7
OPS000500,2026-05-03,Recruitment,HR,Employee Onboarding,HRMS,22621.14,25711.53,-3090.39,Approved,Not Applicable,Within SLA,Low,Approval pending,P3 - Standard,Grace Thomas,Send approval reminder,In Progress,2,0,0,0,0,0,22621.14
OPS000501,2026-04-29,Treasury,Finance,Month-End Closing,Bank Portal,44266.27,46160.16,-1893.89,Pending,Not Applicable,At Risk,Low,Budget overrun,P2 - Same Week,Aisha Khan,Review budget exception,Closed,11,1,0,0,0,0,0
OPS000502,2026-06-30,Recruitment,HR,Contract Renewal,Service Desk,11647.45,12440.69,-793.24,Approved,Not Applicable,Breached,Medium,Approval pending,P2 - Same Week,Omar Ali,Send approval reminder,Open,11,0,0,0,1,0,11647.45
OPS000503,2026-06-04,Infrastructure,IT Operations,Asset Provisioning,ITSM,13592.21,10905.56,2686.65,Approved,Not Applicable,Within SLA,Medium,Access approval pending,P1 - Immediate,Bilal Hussain,Approve or reject access request,Open,31,0,0,0,0,1,13592.21
OPS000504,2026-06-26,Purchase Control,Procurement,Vendor Onboarding,Vendor Portal,17198.02,13017.83,4180.19,Approved,Not Applicable,Breached,Medium,Vendor document expired,P2 - Same Week,Sara Rahman,Request vendor document refresh,In Progress,13,0,0,0,1,0,17198.02
OPS000505,2026-04-22,Purchase Control,Procurement,Contract Approval,ERP Procurement,37857.85,37165.54,692.31,Approved,Not Applicable,Within SLA,Low,Vendor document expired,P1 - Immediate,Priya Nair,Request vendor document refresh,Closed,28,0,0,0,0,1,0
OPS000506,2026-04-26,Employee Relations,HR,Employee Onboarding,HRMS,14451.05,16380.78,-1929.73,Approved,Not Applicable,At Risk,Medium,Delayed onboarding,P1 - Immediate,Noura Ahmed,Escalate onboarding owner,Closed,26,0,0,0,0,1,0
OPS000507,2026-04-13,Recruitment,HR,Leave Approval,Service Desk,15481.63,16588.06,-1106.43,Pending,Current,At Risk,Medium,Approval pending,P1 - Immediate,Omar Ali,Send approval reminder,In Progress,27,1,0,0,0,1,15481.63
OPS000508,2026-06-15,Compensation,Payroll,WPS File Submission,D365 F&O,54815.74,56418.33,-1602.59,Approved,Current,Within SLA,Medium,WPS validation error,P1 - Immediate,Mohamed Rafi,Correct WPS file,Open,30,0,0,1,0,1,54815.74
OPS000509,2026-06-25,Vendor Management,Procurement,Contract Approval,D365 F&O,57544.91,68569.75,-11024.84,Pending,Not Applicable,Within SLA,High,Price variance,P1 - Immediate,Sara Rahman,Review procurement variance,Closed,23,1,0,0,0,1,0
OPS000510,2026-03-14,Purchase Control,Procurement,Contract Approval,ERP Procurement,59239.55,49562.51,9677.04,Approved,Current,At Risk,High,Price variance,P1 - Immediate,Mohamed Rafi,Review procurement variance,Open,31,0,0,0,0,1,59239.55
OPS000511,2026-01-05,Vendor Management,Procurement,Vendor Onboarding,Vendor Portal,21136.14,24601.92,-3465.78,Pending,Not Applicable,Within SLA,Low,Price variance,P2 - Same Week,Mohamed Rafi,Review procurement variance,Open,14,1,0,0,0,0,21136.14
OPS000512,2026-03-29,General Ledger,Finance,Invoice Processing,Bank Portal,107817.33,126869.09,-19051.76,Pending,Current,Within SLA,Low,Budget overrun,P1 - Immediate,Omar Ali,Review budget exception,Closed,28,1,0,0,0,1,0
OPS000513,2026-06-06,Audit Support,Compliance,Policy Attestation,Compliance Register,12928.99,11207.09,1721.9,Approved,Not Applicable,Within SLA,High,Control gap,P1 - Immediate,Omar Ali,Create remediation plan,In Progress,28,0,0,0,0,1,12928.99
OPS000514,2026-04-04,Compensation,Payroll,Monthly Payroll,D365 F&O,40128.68,39452.51,676.17,Pending,Not Applicable,At Risk,Low,Payroll variance,P1 - Immediate,Noura Ahmed,Validate payroll variance,Open,32,1,0,0,0,1,40128.68
OPS000515,2026-04-17,General Ledger,Finance,Month-End Closing,Bank Portal,20314.32,22889.23,-2574.91,Pending,Overdue,At Risk,High,Overdue invoice,P1 - Immediate,Bilal Hussain,Prioritize vendor payment,Closed,26,1,1,0,0,1,0
OPS000516,2026-04-24,Compliance Review,Compliance,Policy Attestation,Compliance Register,23619.25,19696.36,3922.89,Approved,Paid,Within SLA,Low,Policy attestation overdue,P3 - Standard,Sara Rahman,Send compliance reminder,In Progress,2,0,0,0,0,0,23619.25
OPS000517,2026-01-15,Audit Support,Compliance,Audit Evidence,Compliance Register,24330.2,23544.87,785.33,Pending,Overdue,Breached,Medium,Policy attestation overdue,P1 - Immediate,Aisha Khan,Send compliance reminder,Closed,20,1,1,0,1,1,0
OPS000518,2026-05-16,Access Management,IT Operations,Access Request,Endpoint Manager,11431.63,10083.31,1348.32,Approved,Overdue,At Risk,Medium,Access approval pending,P1 - Immediate,Noura Ahmed,Approve or reject access request,Closed,25,0,1,0,0,1,0
OPS000519,2026-05-18,Recruitment,HR,Contract Renewal,Service Desk,18631.28,15844.08,2787.2,Rejected,Not Applicable,Within SLA,Medium,Approval pending,P1 - Immediate,Sara Rahman,Send approval reminder,In Progress,33,0,0,0,0,1,18631.28
OPS000520,2026-05-19,Employee Relations,HR,Contract Renewal,HRMS,18299.48,21863.89,-3564.41,Approved,Not Applicable,Within SLA,Medium,Delayed onboarding,P1 - Immediate,Omar Ali,Escalate onboarding owner,Open,22,0,0,0,0,1,18299.48
OPS000521,2026-05-27,Treasury,Finance,Invoice Processing,ERP Finance,117996.69,136014.05,-18017.36,Rejected,Current,Breached,Medium,Budget overrun,P1 - Immediate,Mohamed Rafi,Review budget exception,Closed,34,0,0,0,1,1,0
OPS000522,2026-03-14,Treasury,Finance,Month-End Closing,Bank Portal,18946.65,17787.74,1158.91,Pending,Not Applicable,Within SLA,Low,Payment approval delay,P1 - Immediate,Sara Rahman,Escalate finance approval,In Progress,23,1,0,0,0,1,18946.65
OPS000523,2026-04-16,Procurement Operations,Procurement,Purchase Order,ERP Procurement,106899.84,105630.57,1269.27,Pending,Not Applicable,Within SLA,Medium,PO approval delay,P1 - Immediate,Noura Ahmed,Escalate PO approval,Closed,33,1,0,0,0,1,0
OPS000524,2026-06-12,Vendor Management,Procurement,Vendor Onboarding,D365 F&O,88476.74,84801.52,3675.22,Pending,Current,Within SLA,Low,PO approval delay,P1 - Immediate,Omar Ali,Escalate PO approval,Closed,32,1,0,0,0,1,0
OPS000525,2026-04-27,Vendor Management,Procurement,Purchase Order,D365 F&O,113428.17,106017.46,7410.71,Rejected,Current,Within SLA,Low,Vendor document expired,P1 - Immediate,Sara Rahman,Request vendor document refresh,Open,18,0,0,0,0,1,113428.17
OPS000526,2026-03-20,Recruitment,HR,Contract Renewal,D365 HR,1185.46,1016.11,169.35,Pending,Current,Breached,Low,Delayed onboarding,P2 - Same Week,Priya Nair,Escalate onboarding owner,Open,18,1,0,0,1,0,1185.46
OPS000527,2026-05-21,Recruitment,HR,Employee Onboarding,HRMS,12288.82,11353.4,935.42,Approved,Not Applicable,Within SLA,Medium,Delayed onboarding,P2 - Same Week,Priya Nair,Escalate onboarding owner,Closed,8,0,0,0,0,0,0
OPS000528,2026-06-20,Infrastructure,IT Operations,Access Request,Endpoint Manager,2688.22,2822.38,-134.16,Approved,Not Applicable,Breached,Low,Access approval pending,P3 - Standard,Priya Nair,Approve or reject access request,Closed,2,0,0,0,1,0,0
OPS000529,2026-06-15,IT Service Desk,IT Operations,Access Request,Endpoint Manager,14513.87,16233.23,-1719.36,Pending,Current,Breached,High,SLA breach,P1 - Immediate,Aisha Khan,Escalate service owner,In Progress,12,1,0,0,1,1,14513.87
OPS000530,2026-05-14,Compliance Review,Compliance,Control Review,Compliance Register,3446.94,4048.34,-601.4,Approved,Not Applicable,At Risk,Medium,Control gap,P1 - Immediate,Bilal Hussain,Create remediation plan,In Progress,28,0,0,0,0,1,3446.94
OPS000531,2026-01-12,General Ledger,Finance,Invoice Processing,ERP Finance,23709.69,18067.46,5642.23,Approved,Not Applicable,Within SLA,High,Budget overrun,P1 - Immediate,Sara Rahman,Review budget exception,Open,34,0,0,0,0,1,23709.69
OPS000532,2026-01-23,Payroll Operations,Payroll,WPS File Submission,WPS Bank Portal,18535.28,18959.65,-424.37,Approved,Not Applicable,Within SLA,Low,Bank file rejection,P1 - Immediate,Bilal Hussain,Resubmit bank file,Open,20,0,0,0,0,1,18535.28
OPS000533,2026-01-31,Payroll Operations,Payroll,Monthly Payroll,D365 F&O,51882.33,51809.48,72.85,Pending,Not Applicable,Within SLA,Low,Bank file rejection,P1 - Immediate,Omar Ali,Resubmit bank file,In Progress,29,1,0,0,0,1,51882.33
OPS000534,2026-04-15,Treasury,Finance,Invoice Processing,D365 F&O,67603.84,70516.64,-2912.8,Approved,Overdue,At Risk,Low,Budget overrun,P1 - Immediate,Mohamed Rafi,Review budget exception,In Progress,26,0,1,0,0,1,67603.84
OPS000535,2026-02-06,Infrastructure,IT Operations,Asset Provisioning,ITSM,13669.62,13252.71,416.91,Pending,Current,Breached,High,SLA breach,P1 - Immediate,Aisha Khan,Escalate service owner,Open,18,1,0,0,1,1,13669.62
OPS000536,2026-05-04,Internal Control,Compliance,Audit Evidence,SharePoint,9813.76,9230.5,583.26,Approved,Current,Within SLA,Low,Policy attestation overdue,P1 - Immediate,Noura Ahmed,Send compliance reminder,In Progress,34,0,0,0,0,1,9813.76
OPS000537,2026-06-28,People Operations,HR,Employee Onboarding,Service Desk,24971.12,28749.54,-3778.42,Approved,Current,At Risk,High,Approval pending,P1 - Immediate,Priya Nair,Send approval reminder,In Progress,21,0,0,0,0,1,24971.12
OPS000538,2026-06-19,Compensation,Payroll,WPS File Submission,D365 F&O,81719.41,78915.74,2803.67,Pending,Not Applicable,Breached,High,WPS validation error,P1 - Immediate,Grace Thomas,Correct WPS file,In Progress,0,1,0,1,1,1,81719.41
OPS000539,2026-06-28,Purchase Control,Procurement,Vendor Onboarding,Vendor Portal,12034.98,14301.89,-2266.91,Approved,Current,Breached,Medium,Price variance,P1 - Immediate,Bilal Hussain,Review procurement variance,In Progress,28,0,0,0,1,1,12034.98
OPS000540,2026-04-07,Audit Support,Compliance,Control Review,SharePoint,21059.07,23686.14,-2627.07,Rejected,Not Applicable,Within SLA,Medium,Control gap,P2 - Same Week,Noura Ahmed,Create remediation plan,Open,0,0,0,0,0,0,21059.07
OPS000541,2026-04-02,Procurement Operations,Procurement,Purchase Order,D365 F&O,38123.48,42275.31,-4151.83,Approved,Current,Within SLA,Low,Price variance,P2 - Same Week,Grace Thomas,Review procurement variance,Open,13,0,0,0,0,0,38123.48
OPS000542,2026-03-13,Employee Relations,HR,Leave Approval,D365 HR,14018.74,14915.03,-896.29,Approved,Overdue,Within SLA,Low,Missing employee document,P3 - Standard,Sara Rahman,Collect missing document,In Progress,8,0,1,0,0,0,14018.74
OPS000543,2026-05-26,Payroll Operations,Payroll,Salary Adjustment,Payroll Engine,20348.12,21072.43,-724.31,Rejected,Overdue,Within SLA,High,WPS validation error,P1 - Immediate,Grace Thomas,Correct WPS file,Open,35,0,1,1,0,1,20348.12
OPS000544,2026-06-16,Procurement Operations,Procurement,Vendor Onboarding,Vendor Portal,34699.18,37825.12,-3125.94,Pending,Not Applicable,At Risk,High,PO approval delay,P1 - Immediate,Grace Thomas,Escalate PO approval,Open,14,1,0,0,0,1,34699.18
OPS000545,2026-03-22,Accounts Payable,Finance,Payment Approval,D365 F&O,12112.55,12547.51,-434.96,Approved,Overdue,Breached,Low,Budget overrun,P3 - Standard,Mohamed Rafi,Review budget exception,Closed,4,0,1,0,1,0,0
OPS000546,2026-03-21,Payroll Operations,Payroll,Salary Adjustment,Payroll Engine,7229.82,7131.42,98.4,Approved,Overdue,Breached,Medium,Payroll variance,P2 - Same Week,Mohamed Rafi,Validate payroll variance,Open,15,0,1,1,1,0,7229.82
